Genetic Algorithm PMX Inversion, 1200, 10, 359.2890700912272, 1200.262123
Genetic Algorithm PMX Inversion, 1200, 25, 359.084944437354, 1200.7100495
Genetic Algorithm PMX Inversion, 1200, 50, 360.11255873660866, 1201.598664
Genetic Algorithm OX Transposition, 5, 10, 340.21595971060395, 5.304374
Genetic Algorithm OX Transposition, 5, 25, 340.28460265617923, 5.606132
Genetic Algorithm OX Transposition, 5, 50, 336.3583375733483, 6.905273
Genetic Algorithm OX Transposition, 10, 10, 352.80974209654005, 10.2232065
Genetic Algorithm OX Transposition, 10, 25, 349.42983572977005, 10.6881335
Genetic Algorithm OX Transposition, 10, 50, 341.66525223832286, 11.793515
Genetic Algorithm OX Transposition, 30, 10, 358.3729064130722, 30.316199
Genetic Algorithm OX Transposition, 30, 25, 357.6442057668178, 30.607415
Genetic Algorithm OX Transposition, 30, 50, 353.8978719802396, 31.4711435
Genetic Algorithm OX Transposition, 60, 10, 359.31044279191633, 60.2464155
Genetic Algorithm OX Transposition, 60, 25, 359.6500421036287, 60.592644
Genetic Algorithm OX Transposition, 60, 50, 359.02227140447087, 61.0310395
Genetic Algorithm OX Transposition, 300, 10, 360.37300537943975, 300.292068
Genetic Algorithm OX Transposition, 300, 25, 360.4071059719096, 300.618672
Genetic Algorithm OX Transposition, 300, 50, 360.36074669619427, 301.4513065
Genetic Algorithm OX Transposition, 1200, 10, 360.4071059719096, 1200.315117
Genetic Algorithm OX Transposition, 1200, 25, 360.4071059719096, 1200.7210315
Genetic Algorithm OX Transposition, 1200, 50, 360.4071059719096, 1201.4941955
Genetic Algorithm OX Insertion, 5, 10, 338.322175504941, 5.299029
Genetic Algorithm OX Insertion, 5, 25, 339.16859232505897, 5.619985
Genetic Algorithm OX Insertion, 5, 50, 334.70035551625585, 6.8923505
Genetic Algorithm OX Insertion, 10, 10, 345.181229787116, 10.2480375
Genetic Algorithm OX Insertion, 10, 25, 348.7072300793552, 10.712693
Genetic Algorithm OX Insertion, 10, 50, 344.11602199616755, 11.796738
Genetic Algorithm OX Insertion, 30, 10, 354.8243875894542, 30.311323
Genetic Algorithm OX Insertion, 30, 25, 356.2485203391999, 30.6185415
Genetic Algorithm OX Insertion, 30, 50, 354.6120633630097, 31.4487885
Genetic Algorithm OX Insertion, 60, 10, 358.55828296007485, 60.3198855
Genetic Algorithm OX Insertion, 60, 25, 357.6230798715027, 60.6538085
Genetic Algorithm OX Insertion, 60, 50, 358.96993350725893, 61.723185
Genetic Algorithm OX Insertion, 300, 10, 360.0980653089136, 300.2953125
Genetic Algorithm OX Insertion, 300, 25, 360.1056158741966, 300.97098
Genetic Algorithm OX Insertion, 300, 50, 360.3882411458417, 301.688916
Genetic Algorithm OX Insertion, 1200, 10, 358.5956401003473, 1200.361115
Genetic Algorithm OX Insertion, 1200, 25, 360.11255873660866, 1200.8409565
Genetic Algorithm OX Insertion, 1200, 50, 360.4071059719096, 1201.4693655
Genetic Algorithm OX Inversion, 5, 10, 339.59876421030646, 5.304758
Genetic Algorithm OX Inversion, 5, 25, 340.09538014719897, 5.596336
Genetic Algorithm OX Inversion, 5, 50, 337.1318290404667, 6.434955
Genetic Algorithm OX Inversion, 10, 10, 343.37634108636007, 10.257281
Genetic Algorithm OX Inversion, 10, 25, 350.6350211034279, 10.744867
Genetic Algorithm OX Inversion, 10, 50, 341.9954547745664, 11.476851
Genetic Algorithm OX Inversion, 30, 10, 351.6795059183131, 30.312923
Genetic Algorithm OX Inversion, 30, 25, 354.7982401671869, 30.915009
Genetic Algorithm OX Inversion, 30, 50, 354.23885133865804, 31.189394
Genetic Algorithm OX Inversion, 60, 10, 354.6906231094465, 60.267816
Genetic Algorithm OX Inversion, 60, 25, 358.2414829426939, 60.5331315
Genetic Algorithm OX Inversion, 60, 50, 357.68075321392195, 61.3367065
Genetic Algorithm OX Inversion, 300, 10, 359.4681200252954, 300.238614
Genetic Algorithm OX Inversion, 300, 25, 359.7972201414296, 300.7038705
Genetic Algorithm OX Inversion, 300, 50, 360.29262851574435, 301.591019
Genetic Algorithm OX Inversion, 1200, 10, 360.26324969720145, 1200.2294165
Genetic Algorithm OX Inversion, 1200, 25, 360.11255873660866, 1200.9001855
Genetic Algorithm OX Inversion, 1200, 50, 360.26324969720145, 1201.2666325
Simulated Annealing, 100, 0.9, 25.0, 297.0467611241214, 0.574054
Simulated Annealing, 100, 0.9, 50.0, 305.62119509256695, 0.296117
Simulated Annealing, 100, 0.9, 75.0, 304.09282176181375, 0.1384995
Simulated Annealing, 100, 0.99, 25.0, 321.5294343934179, 5.49675
Simulated Annealing, 100, 0.99, 50.0, 309.3785417725608, 2.76346
Simulated Annealing, 100, 0.99, 75.0, 301.04458056807727, 1.169644
Simulated Annealing, 100, 0.999, 25.0, 328.65552059036327, 55.112365
Simulated Annealing, 100, 0.999, 50.0, 320.7850803606566, 27.5947685
Simulated Annealing, 100, 0.999, 75.0, 323.66932785413223, 11.4540365
Simulated Annealing, 100, 0.9999, 25.0, 330.23677879439464, 559.8610815
Simulated Annealing, 100, 0.9999, 50.0, 329.54825764817053, 275.802376
Simulated Annealing, 100, 0.9999, 75.0, 329.80786661654884, 115.017224
Simulated Annealing, 500, 0.9, 125.0, 310.3679798617038, 0.650313
Simulated Annealing, 500, 0.9, 250.0, 309.16969614299177, 0.3149885
Simulated Annealing, 500, 0.9, 375.0, 295.1025128983667, 0.145944
Simulated Annealing, 500, 0.99, 125.0, 314.2554177487579, 5.795201
Simulated Annealing, 500, 0.99, 250.0, 305.06255890699026, 2.864215
Simulated Annealing, 500, 0.99, 375.0, 295.2236259535043, 1.2085815
Simulated Annealing, 500, 0.999, 125.0, 325.72792032195173, 57.093248
Simulated Annealing, 500, 0.999, 250.0, 325.94053546311915, 28.898739
Simulated Annealing, 500, 0.999, 375.0, 319.11829590731327, 11.9168025
Simulated Annealing, 500, 0.9999, 125.0, 332.63743662416596, 557.8311665
Simulated Annealing, 500, 0.9999, 250.0, 331.44906743995784, 278.3672465
Simulated Annealing, 500, 0.9999, 375.0, 330.2760991641451, 118.3922485
Simulated Annealing, 1000, 0.9, 250.0, 302.73522682622934, 0.593144
Simulated Annealing, 1000, 0.9, 500.0, 298.8944032232615, 0.306171
Simulated Annealing, 1000, 0.9, 750.0, 295.3583218218995, 0.141567
Simulated Annealing, 1000, 0.99, 250.0, 307.9815946726451, 5.686137
Simulated Annealing, 1000, 0.99, 500.0, 311.7281477551443, 2.8131925
Simulated Annealing, 1000, 0.99, 750.0, 316.25754574611153, 1.192326
Simulated Annealing, 1000, 0.999, 250.0, 329.1508658498715, 56.4753485
Simulated Annealing, 1000, 0.999, 500.0, 325.9442816851205, 27.913984
Simulated Annealing, 1000, 0.999, 750.0, 314.1793683689255, 11.4749595
Simulated Annealing, 1000, 0.9999, 250.0, 335.64983306268505, 551.7166765
Simulated Annealing, 1000, 0.9999, 500.0, 328.7891024439365, 283.064142
Simulated Annealing, 1000, 0.9999, 750.0, 333.62488145486384, 115.412625
